"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:14:49 PM",,,,
"Data de Referência...: 01/03/2020 - 31/03/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/03/01,-,"SALDO ANTERIOR",-,0
2020/03/02,1,"CRED TED",20400,20400
2020/03/02,1,"CRED TED",483.93,20883.93
2020/03/02,20958,"ENVIO TEV","4.673,64D",16210.29
2020/03/02,20958,"ENVIO TEV","5.720,26D",10490.03
2020/03/02,20958,"ENVIO TEV","10.196,28D",293.75
2020/03/02,131885,"ENVIO TED","1.152,00D","858,25D"
2020/03/02,134353,"ENVIO TED","213,60D","1.071,85D"
2020/03/02,136301,"ENVIO TED","950,00D","2.021,85D"
2020/03/02,137991,"ENVIO TED","3.193,10D","5.214,95D"
2020/03/02,163711,"ENVIO TED","1.255,00D","6.469,95D"
2020/03/02,164310,"ENVIO TED","113.600,00D","120.069,95D"
2020/03/02,165151,"ENVIO TED","2.288,00D","122.357,95D"
2020/03/02,727220,"RESG AUTOM",122357.95,0
2020/03/03,120746,"ENVIO TED","217.500,00D","217.500,00D"
2020/03/03,121359,"ENVIO TED","500.000,00D","717.500,00D"
2020/03/03,121649,"ENVIO TED","198.153,86D","915.653,86D"
2020/03/03,122127,"ENVIO TED","36.846,57D","952.500,43D"
2020/03/03,122734,"ENVIO TED","71.278,09D","1.023.778,52D"
2020/03/03,123121,"ENVIO TED","139.878,49D","1.163.657,01D"
2020/03/03,123571,"ENVIO TED","39.672,52D","1.203.329,53D"
2020/03/03,125935,"ENVIO TED","100.000,00D","1.303.329,53D"
2020/03/03,126314,"ENVIO TED","55.225,40D","1.358.554,93D"
2020/03/03,126956,"ENVIO TED","7.463,50D","1.366.018,43D"
2020/03/03,727220,"RESG AUTOM",1366018.43,0
2020/03/04,1,"CRED TED",28944.09,28944.09
2020/03/04,1,"CRED TED",146475,175419.09
2020/03/04,1,"CRED TED",1400,176819.09
2020/03/04,1,"CRED TED",26600,203419.09
2020/03/04,40938,"ENVIO TEV","58,89D",203360.2
2020/03/04,112109,"ENVIO TED","397,32D",202962.88
2020/03/04,112549,"ENVIO TED","83,10D",202879.78
2020/03/04,112726,"ENVIO TED","490,84D",202388.94
2020/03/04,112900,"ENVIO TED","1.331,18D",201057.76
2020/03/04,113055,"ENVIO TED","548,59D",200509.17
2020/03/04,113244,"ENVIO TED","2.367,35D",198141.82
2020/03/04,113443,"ENVIO TED","73,20D",198068.62
2020/03/04,113619,"ENVIO TED","522,25D",197546.37
2020/03/04,113777,"ENVIO TED","1.209,26D",196337.11
2020/03/04,113991,"ENVIO TED","5.179,87D",191157.24
2020/03/04,114404,"ENVIO TED","697,99D",190459.25
2020/03/04,114697,"ENVIO TED","17.419,00D",173040.25
2020/03/04,114887,"ENVIO TED","798,00D",172242.25
2020/03/04,117668,"ENVIO TED","7.170,68D",165071.57
2020/03/04,119318,"ENVIO TED","33.313,46D",131758.11
2020/03/04,122502,"ENVIO TED","4.237,20D",127520.91
2020/03/04,122837,"ENVIO TED","2.641,56D",124879.35
2020/03/04,123094,"ENVIO TED","922,11D",123957.24
2020/03/04,123949,"ENVIO TED","283,90D",123673.34
2020/03/04,124473,"ENVIO TED","3.180,00D",120493.34
2020/03/04,126027,"ENVIO TED","533,06D",119960.28
2020/03/04,126586,"ENVIO TED","239,90D",119720.38
2020/03/04,126794,"ENVIO TED","625,00D",119095.38
2020/03/04,169214,"ENVIO TED","1.780,00D",117315.38
2020/03/04,990001,"APL AUTOM","117.315,38D",0
2020/03/05,1,"CRED TED",7997710.58,7997710.58
2020/03/05,1,"CRED TED",30872.13,8028582.71
2020/03/05,1,"CRED TED",172200,8200782.71
2020/03/05,1,"CRED TED",207735.33,8408518.04
2020/03/05,1,"CRED TED",742124.01,9150642.05
2020/03/05,51041,"ENVIO TEV","948.852,75D",8201789.3
2020/03/05,51041,"ENVIO TEV","1.365.405,45D",6836383.85
2020/03/05,51332,"ENVIO TEV","150.000,00D",6686383.85
2020/03/05,51332,"ENVIO TEV","191.940,00D",6494443.85
2020/03/05,121787,"ENVIO TED","18.980,20D",6475463.65
2020/03/05,122038,"ENVIO TED","2.425,00D",6473038.65
2020/03/05,122269,"ENVIO TED","3.514,72D",6469523.93
2020/03/05,122514,"ENVIO TED","1.820,00D",6467703.93
2020/03/05,122709,"ENVIO TED","402,58D",6467301.35
2020/03/05,122938,"ENVIO TED","4.881,66D",6462419.69
2020/03/05,123278,"ENVIO TED","68.826,88D",6393592.81
2020/03/05,123612,"ENVIO TED","1.040,00D",6392552.81
2020/03/05,123801,"ENVIO TED","266,16D",6392286.65
2020/03/05,124024,"ENVIO TED","133,08D",6392153.57
2020/03/05,126150,"ENVIO TED","480,00D",6391673.57
2020/03/05,990001,"APL AUTOM","6.391.673,57D",0
2020/03/06,118538,"DEVOL TED",179637.1,179637.1
2020/03/06,146986,"PAG BOLETO","1.000,00D",178637.1
2020/03/06,60933,"ENVIO TEV","203.291,10D","24.654,00D"
2020/03/06,114077,"ENVIO TED","12.560,50D","37.214,50D"
2020/03/06,114553,"ENVIO TED","12.560,50D","49.775,00D"
2020/03/06,115406,"ENVIO TED","2.691,17D","52.466,17D"
2020/03/06,115650,"ENVIO TED","8.317,00D","60.783,17D"
2020/03/06,115915,"ENVIO TED","7.756,86D","68.540,03D"
2020/03/06,116164,"ENVIO TED","1.650,00D","70.190,03D"
2020/03/06,116476,"ENVIO TED","8.961,10D","79.151,13D"
2020/03/06,116753,"ENVIO TED","9.975,85D","89.126,98D"
2020/03/06,117031,"ENVIO TED","6.655,92D","95.782,90D"
2020/03/06,117404,"ENVIO TED","5.132,36D","100.915,26D"
2020/03/06,118149,"ENVIO TED","486.890,77D","587.806,03D"
2020/03/06,118538,"ENVIO TED","179.637,10D","767.443,13D"
2020/03/06,118852,"ENVIO TED","11.736,39D","779.179,52D"
2020/03/06,119205,"ENVIO TED","12.654,67D","791.834,19D"
2020/03/06,119583,"ENVIO TED","19.658,10D","811.492,29D"
2020/03/06,119834,"ENVIO TED","330,00D","811.822,29D"
2020/03/06,120166,"ENVIO TED","6.728,15D","818.550,44D"
2020/03/06,124114,"ENVIO TED","4.995,09D","823.545,53D"
2020/03/06,124425,"ENVIO TED","3.180,00D","826.725,53D"
2020/03/06,124905,"ENVIO TED","1.652,00D","828.377,53D"
2020/03/06,125159,"ENVIO TED","1.230,87D","829.608,40D"
2020/03/06,125799,"ENVIO TED","16.596,30D","846.204,70D"
2020/03/06,150616,"ENVIO TED","161.429,82D","1.007.634,52D"
2020/03/06,161524,"ENVIO TED","120,00D","1.007.754,52D"
2020/03/06,727220,"RESG AUTOM",1007754.52,0
2020/03/09,1,"CRED TED",7500,7500
2020/03/09,90920,"ENVIO TEV","1.087.062,84D","1.079.562,84D"
2020/03/09,90920,"ENVIO TEV","23.675,50D","1.103.238,34D"
2020/03/09,90951,"ENVIO TEV","500.000,00D","1.603.238,34D"
2020/03/09,151920,"ENVIO TED","488,00D","1.603.726,34D"
2020/03/09,152381,"ENVIO TED","2.171,44D","1.605.897,78D"
2020/03/09,152813,"ENVIO TED","10.155,00D","1.616.052,78D"
2020/03/09,153035,"ENVIO TED","2.488,00D","1.618.540,78D"
2020/03/09,154214,"ENVIO TED","21.781,27D","1.640.322,05D"
2020/03/09,154495,"ENVIO TED","11.627,51D","1.651.949,56D"
2020/03/09,154813,"ENVIO TED","2.044,15D","1.653.993,71D"
2020/03/09,155154,"ENVIO TED","10.279,53D","1.664.273,24D"
2020/03/09,158221,"ENVIO TED","5.544,00D","1.669.817,24D"
2020/03/09,165010,"ENVIO TED","179.637,10D","1.849.454,34D"
2020/03/09,727220,"RESG AUTOM",1849454.34,0
2020/03/10,1,"CRED TED",86970,86970
2020/03/10,306477,"PAG BOLETO","8.505,00D",78465
2020/03/10,100915,"ENVIO TEV","148.015,10D","69.550,10D"
2020/03/10,101008,"ENVIO TEV","3.915,00D","73.465,10D"
2020/03/10,111365,"ENVIO TED","1.375,16D","74.840,26D"
2020/03/10,112196,"ENVIO TED","4.454,89D","79.295,15D"
2020/03/10,112593,"ENVIO TED","21.869,46D","101.164,61D"
2020/03/10,112918,"ENVIO TED","1.619,96D","102.784,57D"
2020/03/10,132869,"ENVIO TED","460,80D","103.245,37D"
2020/03/10,143678,"ENVIO TED","448,51D","103.693,88D"
2020/03/10,144151,"ENVIO TED","139.945,68D","243.639,56D"
2020/03/10,171781,"ENVIO TED","1.317,84D","244.957,40D"
2020/03/10,727220,"RESG AUTOM",244957.4,0
2020/03/11,114981,"ENVIO TED","16.831,13D","16.831,13D"
2020/03/11,115179,"ENVIO TED","763,37D","17.594,50D"
2020/03/11,115853,"ENVIO TED","748,93D","18.343,43D"
2020/03/11,116081,"ENVIO TED","7.263,14D","25.606,57D"
2020/03/11,131381,"ENVIO TED","171,78D","25.778,35D"
2020/03/11,727220,"RESG AUTOM",25778.35,0
2020/03/12,109381,"ENVIO TED","2.400,00D","2.400,00D"
2020/03/12,109877,"ENVIO TED","60,00D","2.460,00D"
2020/03/12,110186,"ENVIO TED","208,32D","2.668,32D"
2020/03/12,120835,"ENVIO TEV","25,00D","2.693,32D"
2020/03/12,143171,"ENVIO TED","478,80D","3.172,12D"
2020/03/12,727220,"RESG AUTOM",3172.12,0
2020/03/13,1,"CRED TED",204243.98,204243.98
2020/03/13,1,"CRED TED",68445.8,272689.78
2020/03/13,129017,"DEVOL TED",400,273089.78
2020/03/13,124502,"ENVIO TED","64.458,80D",208630.98
2020/03/13,124777,"ENVIO TED","3.275,00D",205355.98
2020/03/13,125176,"ENVIO TED","1.085,10D",204270.88
2020/03/13,125599,"ENVIO TED","12.152,70D",192118.18
2020/03/13,126523,"ENVIO TED","25,00D",192093.18
2020/03/13,126846,"ENVIO TED","146,72D",191946.46
2020/03/13,127107,"ENVIO TED","300,00D",191646.46
2020/03/13,127519,"ENVIO TED","265,60D",191380.86
2020/03/13,128304,"ENVIO TED","60,00D",191320.86
2020/03/13,129017,"ENVIO TED","400,00D",190920.86
2020/03/13,129282,"ENVIO TED","60,00D",190860.86
2020/03/13,130955,"ENVIO TEV","4.999,05D",185861.81
2020/03/13,131001,"ENVIO TEV","5.820,16D",180041.65
2020/03/13,131001,"ENVIO TEV","10.716,89D",169324.76
2020/03/13,131304,"ENVIO TEV","11.294,15D",158030.61
2020/03/13,131304,"ENVIO TEV","925,75D",157104.86
2020/03/13,131304,"ENVIO TEV","555,45D",156549.41
2020/03/13,990001,"APL AUTOM","156.549,41D",0
2020/03/16,113533,"ENVIO TED","20.705,00D","20.705,00D"
2020/03/16,158674,"ENVIO TED","8.359,13D","29.064,13D"
2020/03/16,159254,"ENVIO TED","8.232,00D","37.296,13D"
2020/03/16,159787,"ENVIO TED","438,00D","37.734,13D"
2020/03/16,160125,"ENVIO TED","100,00D","37.834,13D"
2020/03/16,160724,"ENVIO TED","7.177,44D","45.011,57D"
2020/03/16,161119,"ENVIO TED","4.539,06D","49.550,63D"
2020/03/16,161774,"ENVIO TED","2.250,00D","51.800,63D"
2020/03/16,727220,"RESG AUTOM",51800.63,0
2020/03/17,124420,"ENVIO TED","1.640,00D","1.640,00D"
2020/03/17,125383,"ENVIO TED","820,00D","2.460,00D"
2020/03/17,125974,"ENVIO TED","1.640,00D","4.100,00D"
2020/03/17,126561,"ENVIO TED","761,00D","4.861,00D"
2020/03/17,140724,"ENVIO TED","400,00D","5.261,00D"
2020/03/17,727220,"RESG AUTOM",5261,0
2020/03/18,1,"CRED TED",98433.29,98433.29
2020/03/18,113545,"ENVIO TED","260,00D",98173.29
2020/03/18,113722,"ENVIO TED","19.658,10D",78515.19
2020/03/18,113990,"ENVIO TED","6.630,00D",71885.19
2020/03/18,114176,"ENVIO TED","3.120,00D",68765.19
2020/03/18,115368,"ENVIO TED","400,00D",68365.19
2020/03/18,990001,"APL AUTOM","68.365,19D",0
2020/03/19,110655,"DEVOL TED",192,192
2020/03/19,110501,"ENVIO TED","229,37D","37,37D"
2020/03/19,110655,"ENVIO TED","192,00D","229,37D"
2020/03/19,110881,"ENVIO TED","150,00D","379,37D"
2020/03/19,111046,"ENVIO TED","11.600,00D","11.979,37D"
2020/03/19,111214,"ENVIO TED","3.420,00D","15.399,37D"
2020/03/19,111544,"ENVIO TED","330,00D","15.729,37D"
2020/03/19,111738,"ENVIO TED","6.728,15D","22.457,52D"
2020/03/19,112069,"ENVIO TED","52.397,52D","74.855,04D"
2020/03/19,112193,"ENVIO TED","1.640,00D","76.495,04D"
2020/03/19,112314,"ENVIO TED","242,00D","76.737,04D"
2020/03/19,190926,"ENVIO TEV","35.200,00D","111.937,04D"
2020/03/19,190926,"ENVIO TEV","35.200,00D","147.137,04D"
2020/03/19,727220,"RESG AUTOM",147137.04,0
2020/03/20,1,"CRED TED",8416.67,8416.67
2020/03/20,1,"CRED TED",18700,27116.67
2020/03/20,120237,"ENVIO TED","155,89D",26960.78
2020/03/20,120443,"ENVIO TED","35,00D",26925.78
2020/03/20,120704,"ENVIO TED","35,00D",26890.78
2020/03/20,120941,"ENVIO TED","35,00D",26855.78
2020/03/20,122441,"ENVIO TED","865,00D",25990.78
2020/03/20,122655,"ENVIO TED","2.011,87D",23978.91
2020/03/20,122886,"ENVIO TED","4.214,09D",19764.82
2020/03/20,123542,"ENVIO TED","5.838,56D",13926.26
2020/03/20,124074,"ENVIO TED","5.750,00D",8176.26
2020/03/20,201017,"ENVIO TEV","25,00D",8151.26
2020/03/20,201017,"ENVIO TEV","6.325,66D",1825.6
2020/03/20,990001,"APL AUTOM","1.825,60D",0
2020/03/23,119151,"DEVOL TED",381.98,381.98
2020/03/23,841249,"PG LUZ/GAS","941,95D","559,97D"
2020/03/23,841255,"PG LUZ/GAS","1.577,41D","2.137,38D"
2020/03/23,119151,"ENVIO TED","381,98D","2.519,36D"
2020/03/23,119349,"ENVIO TED","1.659,59D","4.178,95D"
2020/03/23,119527,"ENVIO TED","2.098,99D","6.277,94D"
2020/03/23,119831,"ENVIO TED","520,00D","6.797,94D"
2020/03/23,120003,"ENVIO TED","448,40D","7.246,34D"
2020/03/23,183549,"ENVIO TED","2.940,00D","10.186,34D"
2020/03/23,230924,"ENVIO TEV","2.702,58D","12.888,92D"
2020/03/23,727220,"RESG AUTOM",12888.92,0
2020/03/24,1,"CRED TED",46141.12,46141.12
2020/03/24,151601,"DEVOL TED",381.98,46523.1
2020/03/24,104100,"ENVIO TED","30.547,75D",15975.35
2020/03/24,104269,"ENVIO TED","5.423,43D",10551.92
2020/03/24,104377,"ENVIO TED","17.002,51D","6.450,59D"
2020/03/24,104640,"ENVIO TED","10.997,20D","17.447,79D"
2020/03/24,104728,"ENVIO TED","25.527,69D","42.975,48D"
2020/03/24,112588,"ENVIO TED","78.350,78D","121.326,26D"
2020/03/24,112717,"ENVIO TED","59.947,92D","181.274,18D"
2020/03/24,112883,"ENVIO TED","12.000,00D","193.274,18D"
2020/03/24,113141,"ENVIO TED","46.141,12D","239.415,30D"
2020/03/24,113278,"ENVIO TED","323.654,14D","563.069,44D"
2020/03/24,151601,"ENVIO TED","381,98D","563.451,42D"
2020/03/24,175850,"ENVIO TED","87.500,00D","650.951,42D"
2020/03/24,240817,"ENVIO TEV","82.260,00D","733.211,42D"
2020/03/24,241440,"ENVIO TEV","59.999,67D","793.211,09D"
2020/03/24,727220,"RESG AUTOM",793211.09,0
2020/03/25,142739,"ENVIO TED","381,98D","381,98D"
2020/03/25,146940,"ENVIO TED","11.340,48D","11.722,46D"
2020/03/25,147316,"ENVIO TED","15.791,38D","27.513,84D"
2020/03/25,147643,"ENVIO TED","3.106,71D","30.620,55D"
2020/03/25,150752,"ENVIO TED","12.412,38D","43.032,93D"
2020/03/25,151279,"ENVIO TED","7.177,44D","50.210,37D"
2020/03/25,151772,"ENVIO TED","7.560,00D","57.770,37D"
2020/03/25,151981,"ENVIO TED","16.829,00D","74.599,37D"
2020/03/25,152572,"ENVIO TED","9.805,90D","84.405,27D"
2020/03/25,152704,"ENVIO TED","10.918,20D","95.323,47D"
2020/03/25,152855,"ENVIO TED","3.019,80D","98.343,27D"
2020/03/25,153064,"ENVIO TED","3.019,80D","101.363,07D"
2020/03/25,153296,"ENVIO TED","12.494,05D","113.857,12D"
2020/03/25,153455,"ENVIO TED","18.394,74D","132.251,86D"
2020/03/25,153601,"ENVIO TED","140,00D","132.391,86D"
2020/03/25,154401,"ENVIO TED","7.500,00D","139.891,86D"
2020/03/25,154600,"ENVIO TED","39.443,09D","179.334,95D"
2020/03/25,154792,"ENVIO TED","1.918,80D","181.253,75D"
2020/03/25,154954,"ENVIO TED","1.023,41D","182.277,16D"
2020/03/25,155068,"ENVIO TED","9.338,16D","191.615,32D"
2020/03/25,155244,"ENVIO TED","1.572,16D","193.187,48D"
2020/03/25,155866,"ENVIO TED","3.880,80D","197.068,28D"
2020/03/25,156017,"ENVIO TED","935,00D","198.003,28D"
2020/03/25,156177,"ENVIO TED","19.748,18D","217.751,46D"
2020/03/25,156363,"ENVIO TED","21.636,40D","239.387,86D"
2020/03/25,156500,"ENVIO TED","283,90D","239.671,76D"
2020/03/25,156670,"ENVIO TED","878,30D","240.550,06D"
2020/03/25,156799,"ENVIO TED","374,22D","240.924,28D"
2020/03/25,157326,"ENVIO TED","311,06D","241.235,34D"
2020/03/25,157514,"ENVIO TED","42,00D","241.277,34D"
2020/03/25,157781,"ENVIO TED","25,00D","241.302,34D"
2020/03/25,157981,"ENVIO TED","100,00D","241.402,34D"
2020/03/25,158136,"ENVIO TED","253,13D","241.655,47D"
2020/03/25,158603,"ENVIO TED","27.500,00D","269.155,47D"
2020/03/25,158767,"ENVIO TED","3.643,00D","272.798,47D"
2020/03/25,158890,"ENVIO TED","976,00D","273.774,47D"
2020/03/25,159128,"ENVIO TED","2.508,00D","276.282,47D"
2020/03/25,159257,"ENVIO TED","777,00D","277.059,47D"
2020/03/25,160035,"ENVIO TED","1.660,50D","278.719,97D"
2020/03/25,160147,"ENVIO TED","20.018,89D","298.738,86D"
2020/03/25,160559,"ENVIO TED","134,80D","298.873,66D"
2020/03/25,160852,"ENVIO TED","310,04D","299.183,70D"
2020/03/25,161619,"ENVIO TED","12.684,68D","311.868,38D"
2020/03/25,251323,"ENVIO TEV","3.969,00D","315.837,38D"
2020/03/25,251323,"ENVIO TEV","3.019,80D","318.857,18D"
2020/03/25,251323,"ENVIO TEV","19.528,75D","338.385,93D"
2020/03/25,727220,"RESG AUTOM",338385.93,0
2020/03/26,110711,"ENVIO TED","229.843,94D","229.843,94D"
2020/03/26,727220,"RESG AUTOM",229843.94,0
2020/03/27,186584,"ENVIO TED","473.900,00D","473.900,00D"
2020/03/27,727220,"RESG AUTOM",473900,0
2020/03/31,1,"CRED TED",829620,829620
2020/03/31,187317,"ENVIO TED","23.355,38D",806264.62
2020/03/31,990001,"APL AUTOM","806.264,62D",0
2020/03/31,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:26:14 PM",,,,
"Data de Referência...: 01/04/2020 - 30/04/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/04/01,-,"SALDO ANTERIOR",-,0
2020/04/01,227771,"PAG BOLETO","1.085,00D","1.085,00D"
2020/04/01,128137,"ENVIO TED","798,00D","1.883,00D"
2020/04/01,128533,"ENVIO TED","3.674,48D","5.557,48D"
2020/04/01,128801,"ENVIO TED","351,72D","5.909,20D"
2020/04/01,129043,"ENVIO TED","2.100,00D","8.009,20D"
2020/04/01,129563,"ENVIO TED","2.328,00D","10.337,20D"
2020/04/01,129815,"ENVIO TED","5.378,10D","15.715,30D"
2020/04/01,147863,"ENVIO TED","195.750,00D","211.465,30D"
2020/04/01,148087,"ENVIO TED","500.000,00D","711.465,30D"
2020/04/01,148277,"ENVIO TED","198.153,86D","909.619,16D"
2020/04/01,148455,"ENVIO TED","1.640,00D","911.259,16D"
2020/04/01,149448,"ENVIO TED","150,00D","911.409,16D"
2020/04/01,149659,"ENVIO TED","860,00D","912.269,16D"
2020/04/01,149846,"ENVIO TED","31.550,83D","943.819,99D"
2020/04/01,150053,"ENVIO TED","11.571,24D","955.391,23D"
2020/04/01,727220,"RESG AUTOM",955391.23,0
2020/04/02,1,"CRED TED",7635593.23,7635593.23
2020/04/02,1,"CRED TED",26600,7662193.23
2020/04/02,1,"CRED TED",207735.33,7869928.56
2020/04/02,1,"CRED TED",1400,7871328.56
2020/04/02,1,"CRED TED",30872.13,7902200.69
2020/04/02,1,"CRED TED",18700,7920900.69
2020/04/02,1,"CRED TED",742124.01,8663024.7
2020/04/02,1,"CRED TED",169400,8832424.7
2020/04/02,1,"CRED TED",62770,8895194.7
2020/04/02,1,"CRED TED",204243.98,9099438.68
2020/04/02,21022,"ENVIO TEV","2.213.990,00D",6885448.68
2020/04/02,21022,"ENVIO TEV","150.000,00D",6735448.68
2020/04/02,21022,"ENVIO TEV","52.636,77D",6682811.91
2020/04/02,21022,"ENVIO TEV","191.940,00D",6490871.91
2020/04/02,130788,"ENVIO TED","12.840,00D",6478031.91
2020/04/02,131084,"ENVIO TED","133,09D",6477898.82
2020/04/02,131362,"ENVIO TED","980,00D",6476918.82
2020/04/02,131936,"ENVIO TED","337,50D",6476581.32
2020/04/02,132845,"ENVIO TED","36.846,57D",6439734.75
2020/04/02,134710,"ENVIO TED","922,11D",6438812.64
2020/04/02,136053,"ENVIO TED","39.672,52D",6399140.12
2020/04/02,136428,"ENVIO TED","12.654,67D",6386485.45
2020/04/02,136915,"ENVIO TED","9.839,71D",6376645.74
2020/04/02,990001,"APL AUTOM","6.376.645,74D",0
2020/04/03,1,"CRED TED",146475,146475
2020/04/03,1,"CRED TED",28944.09,175419.09
2020/04/03,116837,"ENVIO TED","174.263,19D",1155.9
2020/04/03,990001,"APL AUTOM","1.155,90D",0
2020/04/06,1,"CRED TED",7500,7500
2020/04/06,990001,"APL AUTOM","7.500,00D",0
2020/04/07,71041,"ENVIO TEV","50,00D","50,00D"
2020/04/07,71049,"ENVIO TEV","203.291,10D","203.341,10D"
2020/04/07,131191,"ENVIO TED","155.225,40D","358.566,50D"
2020/04/07,131423,"ENVIO TED","139.878,49D","498.444,99D"
2020/04/07,131629,"ENVIO TED","749,81D","499.194,80D"
2020/04/07,131880,"ENVIO TED","6.655,92D","505.850,72D"
2020/04/07,132584,"ENVIO TED","12.560,50D","518.411,22D"
2020/04/07,132776,"ENVIO TED","12.560,50D","530.971,72D"
2020/04/07,132985,"ENVIO TED","2.691,17D","533.662,89D"
2020/04/07,134465,"ENVIO TED","8.317,00D","541.979,89D"
2020/04/07,134675,"ENVIO TED","8.961,10D","550.940,99D"
2020/04/07,134980,"ENVIO TED","1.650,00D","552.590,99D"
2020/04/07,135175,"ENVIO TED","7.756,86D","560.347,85D"
2020/04/07,135374,"ENVIO TED","9.975,85D","570.323,70D"
2020/04/07,135549,"ENVIO TED","5.132,36D","575.456,06D"
2020/04/07,135948,"ENVIO TED","133,09D","575.589,15D"
2020/04/07,137499,"ENVIO TED","575,00D","576.164,15D"
2020/04/07,137619,"ENVIO TED","1.680,00D","577.844,15D"
2020/04/07,137769,"ENVIO TED","1.283,45D","579.127,60D"
2020/04/07,138005,"ENVIO TED","47,75D","579.175,35D"
2020/04/07,138161,"ENVIO TED","393,90D","579.569,25D"
2020/04/07,138316,"ENVIO TED","532,92D","580.102,17D"
2020/04/07,138480,"ENVIO TED","12.840,00D","592.942,17D"
2020/04/07,138657,"ENVIO TED","1.917,25D","594.859,42D"
2020/04/07,138846,"ENVIO TED","31,60D","594.891,02D"
2020/04/07,139302,"ENVIO TED","254,00D","595.145,02D"
2020/04/07,139821,"ENVIO TED","435,00D","595.580,02D"
2020/04/07,140016,"ENVIO TED","486.890,77D","1.082.470,79D"
2020/04/07,140427,"ENVIO TED","71.278,09D","1.153.748,88D"
2020/04/07,727220,"RESG AUTOM",1153748.88,0
2020/04/08,1,"CRED TED",1700,1700
2020/04/08,1,"CRED TED",3000,4700
2020/04/08,1,"CRED TED",3000,7700
2020/04/08,136483,"DEVOL TED",4890,12590
2020/04/08,147801,"DEVOL TED",806.8,13396.8
2020/04/08,80914,"ENVIO TEV","327,70D",13069.1
2020/04/08,80922,"ENVIO TEV","88.595,17D","75.526,07D"
2020/04/08,80922,"ENVIO TEV","998.467,67D","1.073.993,74D"
2020/04/08,133969,"ENVIO TED","3.450,00D","1.077.443,74D"
2020/04/08,134295,"ENVIO TED","866,05D","1.078.309,79D"
2020/04/08,134569,"ENVIO TED","1.139,71D","1.079.449,50D"
2020/04/08,134805,"ENVIO TED","4.232,24D","1.083.681,74D"
2020/04/08,136483,"ENVIO TED","4.890,00D","1.088.571,74D"
2020/04/08,136926,"ENVIO TED","3.120,00D","1.091.691,74D"
2020/04/08,147801,"ENVIO TED","806,80D","1.092.498,54D"
2020/04/08,148080,"ENVIO TED","6.336,00D","1.098.834,54D"
2020/04/08,148322,"ENVIO TED","15.191,36D","1.114.025,90D"
2020/04/08,727220,"RESG AUTOM",1114025.9,0
2020/04/09,1,"CRED TED",100000,100000
2020/04/09,990001,"APL AUTOM","100.000,00D",0
2020/04/13,1,"CRED TED",9042391.25,9042391.25
2020/04/13,684158,"PAG FONE","832,23D",9041559.02
2020/04/13,130029,"ENVIO TED","12.152,70D",9029406.32
2020/04/13,131705,"ENVIO TEV","555,45D",9028850.87
2020/04/13,131705,"ENVIO TEV","11.294,15D",9017556.72
2020/04/13,131705,"ENVIO TEV","23.675,50D",8993881.22
2020/04/13,131705,"ENVIO TEV","925,75D",8992955.47
2020/04/13,131705,"ENVIO TEV","148.015,10D",8844940.37
2020/04/13,131705,"ENVIO TEV","13.666,90D",8831273.47
2020/04/13,131706,"ENVIO TEV","5.820,16D",8825453.31
2020/04/13,131729,"ENVIO TEV","4.999,05D",8820454.26
2020/04/13,146557,"ENVIO TED","4.890,00D",8815564.26
2020/04/13,146593,"ENVIO TED","4.026,14D",8811538.12
2020/04/13,146836,"ENVIO TED","599,08D",8810939.04
2020/04/13,147081,"ENVIO TED","1.720,00D",8809219.04
2020/04/13,147365,"ENVIO TED","320,00D",8808899.04
2020/04/13,147744,"ENVIO TED","21.944,00D",8786955.04
2020/04/13,148865,"ENVIO TED","10.956,96D",8775998.08
2020/04/13,149798,"ENVIO TED","1.692,42D",8774305.66
2020/04/13,149987,"ENVIO TED","382,20D",8773923.46
2020/04/13,150183,"ENVIO TED","133,08D",8773790.38
2020/04/13,150414,"ENVIO TED","444,00D",8773346.38
2020/04/13,150622,"ENVIO TED","23.651,38D",8749695
2020/04/13,990001,"APL AUTOM","8.749.695,00D",0
2020/04/14,133924,"DEVOL TED",2374.53,2374.53
2020/04/14,125642,"ENVIO TED","1.618,40D",756.13
2020/04/14,126233,"ENVIO TED","420,00D",336.13
2020/04/14,126869,"ENVIO TED","1.092,20D","756,07D"
2020/04/14,127349,"ENVIO TED","8.036,00D","8.792,07D"
2020/04/14,127668,"ENVIO TED","245,00D","9.037,07D"
2020/04/14,128306,"ENVIO TED","7.263,14D","16.300,21D"
2020/04/14,128525,"ENVIO TED","5.838,56D","22.138,77D"
2020/04/14,128807,"ENVIO TED","875,00D","23.013,77D"
2020/04/14,129007,"ENVIO TED","52.397,52D","75.411,29D"
