"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:14:49 PM",,,,
"Data de Referência...: 01/03/2020 - 31/03/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2021/02/25,129889,"ENVIO TED","3.184,36D","769.937,25D"
2021/02/25,130274,"ENVIO TED","3.184,36D","773.121,61D"
2021/02/25,130541,"ENVIO TED","3.184,36D","776.305,97D"
2021/02/25,130821,"ENVIO TED","3.184,36D","779.490,33D"
2021/02/25,131124,"ENVIO TED","650,00D","780.140,33D"
2021/02/25,132057,"ENVIO TED","13.134,00D","793.274,33D"
2021/02/25,132259,"ENVIO TED","276,36D","793.550,69D"
2021/02/25,132859,"ENVIO TED","519,36D","794.070,05D"
2021/02/25,133118,"ENVIO TED","115,00D","794.185,05D"
2021/02/25,133544,"ENVIO TED","5.000,00D","799.185,05D"
2021/02/25,133805,"ENVIO TED","4.570,90D","803.755,95D"
2021/02/25,134086,"ENVIO TED","3.825,36D","807.581,31D"
2021/02/25,134465,"ENVIO TED","19.351,00D","826.932,31D"
2021/02/25,135278,"ENVIO TED","51.750,00D","878.682,31D"
2021/02/25,135507,"ENVIO TED","749,00D","879.431,31D"
2021/02/25,135711,"ENVIO TED","480,60D","879.911,91D"
2021/02/25,135988,"ENVIO TED","148,50D","880.060,41D"
2021/02/25,136374,"ENVIO TED","4.931,00D","884.991,41D"
2021/02/25,136561,"ENVIO TED","1.455,00D","886.446,41D"
2021/02/25,137040,"ENVIO TED","14.054,40D","900.500,81D"
2021/02/25,137247,"ENVIO TED","452,00D","900.952,81D"
2021/02/25,137515,"ENVIO TED","1.012,00D","901.964,81D"
2021/02/25,137755,"ENVIO TED","530,64D","902.495,45D"
2021/02/25,138369,"ENVIO TED","2.028,00D","904.523,45D"
2021/02/25,138733,"ENVIO TED","685,00D","905.208,45D"
2021/02/25,139029,"ENVIO TED","25.995,00D","931.203,45D"
2021/02/25,152492,"ENVIO TED","540,00D","931.743,45D"
2021/02/25,153048,"ENVIO TED","22.698,00D","954.441,45D"
2021/02/25,153947,"ENVIO TED","61.740,00D","1.016.181,45D"
2021/02/25,154287,"ENVIO TED","4.520,00D","1.020.701,45D"
2021/02/25,251109,"ENVIO TEV","85.149,00D","1.105.850,45D"
2021/02/25,251109,"ENVIO TEV","46.184,19D","1.152.034,64D"
2021/02/25,251109,"ENVIO TEV","10.999,84D","1.163.034,48D"
2021/02/25,727220,"RESG AUTOM",1163034.48,0
2021/02/26,123386,"ENVIO TED","225.802,00D","225.802,00D"
2021/02/26,727220,"RESG AUTOM",225802,0
2021/02/28,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 13/05/2021 05:27:43 PM",,,,
"Data de Referência...: 01/03/2021 - 31/03/2021",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2021/03/01,-,"SALDO ANTERIOR",-,0
2021/03/02,1,"CRED TED",21150.3,21150.3
2021/03/02,1,"CRED TED",21150.3,42300.6
2021/03/02,1,"CRED TED",30922.5,73223.1
2021/03/02,20859,"ENVIO TEV","1.620,40D",71602.7
2021/03/02,135588,"ENVIO TED","12.100,00D",59502.7
2021/03/02,135946,"ENVIO TED","355,00D",59147.7
2021/03/02,136480,"ENVIO TED","8.275,44D",50872.26
2021/03/02,136874,"ENVIO TED","8.236,19D",42636.07
2021/03/02,138053,"ENVIO TED","568,85D",42067.22
2021/03/02,139662,"ENVIO TED","1.526,22D",40541
2021/03/02,177958,"ENVIO TED","500.000,00D","459.459,00D"
2021/03/02,178252,"ENVIO TED","305.328,06D","764.787,06D"
2021/03/02,727220,"RESG AUTOM",764787.06,0
2021/03/03,1,"CRED TED",8784082.69,8784082.69
2021/03/03,1,"CRED TED",28944.09,8813026.78
2021/03/03,1,"CRED TED",1627.5,8814654.28
2021/03/03,1,"CRED TED",146475,8961129.28
2021/03/03,276128,"PAG BOLETO","2.960,00D",8958169.28
2021/03/03,31040,"ENVIO TEV","1.480,06D",8956689.22
2021/03/03,31040,"ENVIO TEV","78.240,00D",8878449.22
2021/03/03,31040,"ENVIO TEV","3.051,00D",8875398.22
2021/03/03,31040,"ENVIO TEV","2.213.990,00D",6661408.22
2021/03/03,31040,"ENVIO TEV","198.681,00D",6462727.22
2021/03/03,31040,"ENVIO TEV","150.000,00D",6312727.22
2021/03/03,31040,"ENVIO TEV","4.286,36D",6308440.86
2021/03/03,131848,"ENVIO TED","8.210,97D",6300229.89
2021/03/03,134674,"ENVIO TED","12,90D",6300216.99
2021/03/03,135536,"ENVIO TED","9.120,00D",6291096.99
2021/03/03,135798,"ENVIO TED","5.328,00D",6285768.99
2021/03/03,136000,"ENVIO TED","2.715,92D",6283053.07
2021/03/03,136203,"ENVIO TED","16.232,80D",6266820.27
2021/03/03,136454,"ENVIO TED","8.738,40D",6258081.87
2021/03/03,136706,"ENVIO TED","3.620,45D",6254461.42
2021/03/03,137027,"ENVIO TED","2.730,00D",6251731.42
2021/03/03,137356,"ENVIO TED","875,00D",6250856.42
2021/03/03,137660,"ENVIO TED","28.999,44D",6221856.98
2021/03/03,137883,"ENVIO TED","395,19D",6221461.79
2021/03/03,139887,"ENVIO TED","1.399,92D",6220061.87
2021/03/03,140326,"ENVIO TED","380,00D",6219681.87
2021/03/03,140594,"ENVIO TED","670,19D",6219011.68
2021/03/03,183444,"ENVIO TED","527,20D",6218484.48
2021/03/03,189462,"ENVIO TED","32.242,58D",6186241.9
2021/03/03,190100,"ENVIO TED","54.000,00D",6132241.9
2021/03/03,190454,"ENVIO TED","147.560,00D",5984681.9
2021/03/03,990001,"APL AUTOM","5.984.681,90D",0
2021/03/04,41046,"ENVIO TEV","615.519,99D","615.519,99D"
2021/03/04,41336,"ENVIO TEV","16.991,86D","632.511,85D"
2021/03/04,41336,"ENVIO TEV","32.046,51D","664.558,36D"
2021/03/04,41336,"ENVIO TEV","5.939,83D","670.498,19D"
2021/03/04,727220,"RESG AUTOM",670498.19,0
2021/03/05,51031,"ENVIO TEV","8.310,00D","8.310,00D"
2021/03/05,51031,"ENVIO TEV","1.087.062,84D","1.095.372,84D"
2021/03/05,122874,"ENVIO TED","100.452,00D","1.195.824,84D"
2021/03/05,123302,"ENVIO TED","225.802,00D","1.421.626,84D"
2021/03/05,124350,"ENVIO TED","431.200,00D","1.852.826,84D"
2021/03/05,124692,"ENVIO TED","333.400,00D","2.186.226,84D"
2021/03/05,125074,"ENVIO TED","293.000,00D","2.479.226,84D"
2021/03/05,125342,"ENVIO TED","160.015,15D","2.639.241,99D"
2021/03/05,125620,"ENVIO TED","139.954,05D","2.779.196,04D"
2021/03/05,126122,"ENVIO TED","11.736,39D","2.790.932,43D"
2021/03/05,126889,"ENVIO TED","139.878,49D","2.930.810,92D"
2021/03/05,127249,"ENVIO TED","39.672,52D","2.970.483,44D"
2021/03/05,129304,"ENVIO TED","36.846,57D","3.007.330,01D"
2021/03/05,129613,"ENVIO TED","71.278,08D","3.078.608,09D"
2021/03/05,130002,"ENVIO TED","602,60D","3.079.210,69D"
2021/03/05,130329,"ENVIO TED","12.052,07D","3.091.262,76D"
2021/03/05,130742,"ENVIO TED","155.225,40D","3.246.488,16D"
2021/03/05,133662,"ENVIO TED","1.919,50D","3.248.407,66D"
2021/03/05,134839,"ENVIO TED","144,00D","3.248.551,66D"
2021/03/05,135247,"ENVIO TED","46.550,00D","3.295.101,66D"
2021/03/05,135565,"ENVIO TED","112.298,40D","3.407.400,06D"
2021/03/05,135721,"ENVIO TED","428,00D","3.407.828,06D"
2021/03/05,136045,"ENVIO TED","280,40D","3.408.108,46D"
2021/03/05,136267,"ENVIO TED","1.098,93D","3.409.207,39D"
2021/03/05,136447,"ENVIO TED","5.633,17D","3.414.840,56D"
2021/03/05,136634,"ENVIO TED","9.788,24D","3.424.628,80D"
2021/03/05,136860,"ENVIO TED","52.018,68D","3.476.647,48D"
2021/03/05,137013,"ENVIO TED","21.771,76D","3.498.419,24D"
2021/03/05,137111,"ENVIO TED","8.317,00D","3.506.736,24D"
2021/03/05,137248,"ENVIO TED","6.655,92D","3.513.392,16D"
2021/03/05,137362,"ENVIO TED","8.961,10D","3.522.353,26D"
2021/03/05,137475,"ENVIO TED","1.650,00D","3.524.003,26D"
2021/03/05,137677,"ENVIO TED","9.482,36D","3.533.485,62D"
2021/03/05,137795,"ENVIO TED","7.756,86D","3.541.242,48D"
2021/03/05,138597,"ENVIO TED","9.975,85D","3.551.218,33D"
2021/03/05,138713,"ENVIO TED","13.100,00D","3.564.318,33D"
2021/03/05,138798,"ENVIO TED","25.000,00D","3.589.318,33D"
2021/03/05,138900,"ENVIO TED","5.132,36D","3.594.450,69D"
2021/03/05,139017,"ENVIO TED","12.560,50D","3.607.011,19D"
2021/03/05,139153,"ENVIO TED","12.560,50D","3.619.571,69D"
2021/03/05,727220,"RESG AUTOM",3619571.69,0
2021/03/08,1,"CRED TED",70703.78,70703.78
2021/03/08,1,"CRED TED",1089570.75,1160274.53
2021/03/08,1,"CRED TED",189100,1349374.53
2021/03/08,1,"CRED TED",144341.75,1493716.28
2021/03/08,1,"CRED TED",204243.98,1697960.26
2021/03/08,990001,"APL AUTOM","1.697.960,26D",0
2021/03/09,1,"CRED TED",140067.5,140067.5
2021/03/09,91140,"ENVIO TEV","52.176,77D",87890.73
2021/03/09,127706,"ENVIO TED","2.240,00D",85650.73
2021/03/09,127946,"ENVIO TED","2.336,40D",83314.33
2021/03/09,128768,"ENVIO TED","7.177,44D",76136.89
2021/03/09,990001,"APL AUTOM","76.136,89D",0
2021/03/10,1,"CRED TED",7500,7500
2021/03/10,1,"CRED TED",20960.49,28460.49
2021/03/10,990001,"APL AUTOM","28.460,49D",0
2021/03/11,1,"CRED TED",720000,720000
2021/03/11,111118,"ENVIO TEV","32.046,51D",687953.49
2021/03/11,111118,"ENVIO TEV","16.991,86D",670961.63
2021/03/11,142199,"ENVIO TED","16.232,05D",654729.58
2021/03/11,143003,"ENVIO TED","7.263,14D",647466.44
2021/03/11,143233,"ENVIO TED","11.294,15D",636172.29
2021/03/11,143565,"ENVIO TED","3.168,57D",633003.72
2021/03/11,990001,"APL AUTOM","633.003,72D",0
2021/03/12,116651,"ENVIO TED","175.000,00D","175.000,00D"
2021/03/12,116840,"ENVIO TED","345.140,60D","520.140,60D"
2021/03/12,120910,"ENVIO TEV","488.553,97D","1.008.694,57D"
2021/03/12,120917,"ENVIO TEV","148.015,10D","1.156.709,67D"
2021/03/12,121339,"ENVIO TEV","23.674,50D","1.180.384,17D"
2021/03/12,727220,"RESG AUTOM",1180384.17,0
2021/03/15,1,"CRED TED",672,672
2021/03/15,135458,"ENVIO TED","1.058,74D","386,74D"
2021/03/15,151052,"ENVIO TEV","586.735,40D","587.122,14D"
2021/03/15,727220,"RESG AUTOM",587122.14,0
2021/03/16,1,"CRED TED",240000,240000
2021/03/16,990001,"APL AUTOM","240.000,00D",0
2021/03/17,121579,"ENVIO TED","1.180,00D","1.180,00D"
2021/03/17,121746,"ENVIO TED","2.000,00D","3.180,00D"
2021/03/17,727220,"RESG AUTOM",3180,0
2021/03/18,1,"CRED TED",8142.26,8142.26
2021/03/18,181010,"ENVIO TEV","624.000,00D","615.857,74D"
2021/03/18,727220,"RESG AUTOM",615857.74,0
2021/03/19,87472,"PAG BOLETO","4.295,98D","4.295,98D"
2021/03/19,113575,"ENVIO TED","474,00D","4.769,98D"
2021/03/19,115787,"ENVIO TED","5.170,55D","9.940,53D"
2021/03/19,116195,"ENVIO TED","81,27D","10.021,80D"
2021/03/19,116327,"ENVIO TED","3.560,31D","13.582,11D"
2021/03/19,116471,"ENVIO TED","5.238,00D","18.820,11D"
2021/03/19,116855,"ENVIO TED","78.845,14D","97.665,25D"
2021/03/19,156189,"ENVIO TED","4.905,00D","102.570,25D"
2021/03/19,727220,"RESG AUTOM",102570.25,0
2021/03/22,123433,"ENVIO TED","34.342,50D","34.342,50D"
2021/03/22,727220,"RESG AUTOM",34342.5,0
2021/03/23,116450,"ENVIO TED","91.814,53D","91.814,53D"
2021/03/23,116652,"ENVIO TED","6.778,11D","98.592,64D"
2021/03/23,116939,"ENVIO TED","499,00D","99.091,64D"
2021/03/23,230933,"ENVIO TEV","4.247,30D","103.338,94D"
2021/03/23,727220,"RESG AUTOM",103338.94,0
2021/03/24,1,"CRED TED",240000,240000
2021/03/24,990001,"APL AUTOM","240.000,00D",0
2021/03/25,1,"CRED TED",1392000,1392000
2021/03/25,1,"CRED TED",1008,1393008
2021/03/25,1,"CRED TED",17649.04,1410657.04
2021/03/25,1,"CRED TED",7768.63,1418425.67
2021/03/25,174047,"ENVIO TED","7.177,44D",1411248.23
2021/03/25,174235,"ENVIO TED","116,50D",1411131.73
2021/03/25,174741,"ENVIO TED","61.754,00D",1349377.73
2021/03/25,175307,"ENVIO TED","15.791,39D",1333586.34
2021/03/25,175575,"ENVIO TED","5.423,43D",1328162.91
2021/03/25,175892,"ENVIO TED","30.547,75D",1297615.16
2021/03/25,176234,"ENVIO TED","59.947,92D",1237667.24
2021/03/25,176560,"ENVIO TED","407.323,72D",830343.52
2021/03/25,251522,"ENVIO TEV","10.999,86D",819343.66
2021/03/25,251522,"ENVIO TEV","2.524,60D",816819.06
2021/03/25,990001,"APL AUTOM","816.819,06D",0
2021/03/29,118908,"ENVIO TED","26.480,00D","26.480,00D"
2021/03/29,119343,"ENVIO TED","74.886,99D","101.366,99D"
2021/03/29,119607,"ENVIO TED","5.029,88D","106.396,87D"
2021/03/29,119918,"ENVIO TED","15.400,52D","121.797,39D"
2021/03/29,120840,"ENVIO TED","17.002,51D","138.799,90D"
2021/03/29,121191,"ENVIO TED","28.191,58D","166.991,48D"
2021/03/29,291009,"ENVIO TEV","45.001,32D","211.992,80D"
2021/03/29,291009,"ENVIO TEV","85.149,00D","297.141,80D"
2021/03/29,727220,"RESG AUTOM",297141.8,0
2021/03/31,257287,"PAG BOLETO","550,00D","550,00D"
2021/03/31,128764,"ENVIO TED","5.445,49D","5.995,49D"
2021/03/31,129671,"ENVIO TED","475.648,65D","481.644,14D"
2021/03/31,130020,"ENVIO TED","400.000,00D","881.644,14D"
2021/03/31,131042,"ENVIO TED","670,19D","882.314,33D"
2021/03/31,131210,"ENVIO TED","116,50D","882.430,83D"
2021/03/31,131407,"ENVIO TED","1.236,50D","883.667,33D"
2021/03/31,142766,"ENVIO TED","6.384,00D","890.051,33D"
2021/03/31,311048,"ENVIO TEV","3.666,06D","893.717,39D"
2021/03/31,311048,"ENVIO TEV","1.275,52D","894.992,91D"
2021/03/31,727220,"RESG AUTOM",894992.91,0
2021/03/31,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 13/05/2021 05:29:52 PM",,,,
"Data de Referência...: 01/04/2021 - 30/04/2021",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2021/04/01,-,"SALDO ANTERIOR",-,0
2021/04/05,1,"CRED TED",8784082.69,8784082.69
2021/04/05,1,"CRED TED",1097151.01,9881233.7
2021/04/05,1,"CRED TED",229400,10110633.7
2021/04/05,1,"CRED TED",204243.98,10314877.68
2021/04/05,1,"CRED TED",148373.5,10463251.18
2021/04/05,1,"CRED TED",30922.5,10494173.68
2021/04/05,1,"CRED TED",146475,10640648.68
2021/04/05,1,"CRED TED",70703.78,10711352.46
2021/04/05,1,"CRED TED",13600,10724952.46
2021/04/05,1,"CRED TED",7500,10732452.46
2021/04/05,1,"CRED TED",28944.09,10761396.55
2021/04/05,1,"CRED TED",1627.5,10763024.05
2021/04/05,1,"CRED TED",10200,10773224.05
2021/04/05,1,"CRED TED",20960.49,10794184.54
2021/04/05,990001,"APL AUTOM","10.794.184,54D",0
2021/04/06,61105,"ENVIO TEV","2.213.990,00D","2.213.990,00D"
2021/04/06,61105,"ENVIO TEV","198.681,00D","2.412.671,00D"
2021/04/06,61105,"ENVIO TEV","6.453,00D","2.419.124,00D"
2021/04/06,61105,"ENVIO TEV","150.000,00D","2.569.124,00D"
2021/04/06,61348,"ENVIO TEV","240.000,00D","2.809.124,00D"
2021/04/06,133023,"ENVIO TED","431.200,00D","3.240.324,00D"
2021/04/06,133816,"ENVIO TED","160.015,15D","3.400.339,15D"
2021/04/06,134050,"ENVIO TED","5.514,59D","3.405.853,74D"
2021/04/06,134264,"ENVIO TED","163,50D","3.406.017,24D"
2021/04/06,134631,"ENVIO TED","61.754,00D","3.467.771,24D"
2021/04/06,135160,"ENVIO TED","2.875,68D","3.470.646,92D"
2021/04/06,135613,"ENVIO TED","21.369,28D","3.492.016,20D"
2021/04/06,137298,"ENVIO TED","26.120,79D","3.518.136,99D"
2021/04/06,138232,"ENVIO TED","10.848,79D","3.528.985,78D"
2021/04/06,138501,"ENVIO TED","10.262,18D","3.539.247,96D"
2021/04/06,138769,"ENVIO TED","1.114,08D","3.540.362,04D"
2021/04/06,138997,"ENVIO TED","790,38D","3.541.152,42D"
2021/04/06,139237,"ENVIO TED","36.641,25D","3.577.793,67D"
2021/04/06,139487,"ENVIO TED","1.711,04D","3.579.504,71D"
2021/04/06,142642,"ENVIO TED","11.736,39D","3.591.241,10D"
2021/04/06,176642,"ENVIO TED","69.750,00D","3.660.991,10D"
2021/04/06,727220,"RESG AUTOM",3660991.1,0
2021/04/07,1,"CRED TED",130444,130444
2021/04/07,990001,"APL AUTOM","130.444,00D",0
2021/04/08,140590,"DEVOL TED",7756.86,7756.86
2021/04/08,81512,"ENVIO TEV","78.240,00D","70.483,14D"
2021/04/08,81512,"ENVIO TEV","148.015,10D","218.498,24D"
2021/04/08,81512,"ENVIO TEV","1.087.062,84D","1.305.561,08D"
2021/04/08,81512,"ENVIO TEV","52.176,77D","1.357.737,85D"
2021/04/08,135296,"ENVIO TED","36.846,57D","1.394.584,42D"
2021/04/08,136058,"ENVIO TED","139.878,49D","1.534.462,91D"
2021/04/08,136464,"ENVIO TED","39.672,52D","1.574.135,43D"
2021/04/08,137202,"ENVIO TED","71.278,08D","1.645.413,51D"
2021/04/08,137891,"ENVIO TED","12.654,67D","1.658.068,18D"
2021/04/08,138966,"ENVIO TED","139.955,11D","1.798.023,29D"
2021/04/08,139404,"ENVIO TED","12.560,50D","1.810.583,79D"
2021/04/08,139620,"ENVIO TED","12.560,50D","1.823.144,29D"
2021/04/08,139911,"ENVIO TED","8.961,10D","1.832.105,39D"
2021/04/08,140165,"ENVIO TED","8.317,00D","1.840.422,39D"
2021/04/08,140383,"ENVIO TED","6.655,92D","1.847.078,31D"
2021/04/08,140590,"ENVIO TED","7.756,86D","1.854.835,17D"
2021/04/08,140796,"ENVIO TED","13.100,00D","1.867.935,17D"
2021/04/08,141320,"ENVIO TED","4.944,00D","1.872.879,17D"
2021/04/08,141527,"ENVIO TED","2.430,00D","1.875.309,17D"
2021/04/08,142666,"ENVIO TED","4.365,00D","1.879.674,17D"
2021/04/08,143001,"ENVIO TED","101.565,00D","1.981.239,17D"
2021/04/08,727220,"RESG AUTOM",1981239.17,0
2021/04/12,122819,"ENVIO TED","375.272,01D","375.272,01D"
2021/04/12,124237,"ENVIO TED","3.880,80D","379.152,81D"
2021/04/12,124623,"ENVIO TED","980,00D","380.132,81D"
2021/04/12,124844,"ENVIO TED","125,00D","380.257,81D"
2021/04/12,126443,"ENVIO TED","155.225,40D","535.483,21D"
2021/04/12,138408,"ENVIO TED","3.000,00D","538.483,21D"
2021/04/12,727220,"RESG AUTOM",538483.21,0
2021/04/14,124779,"ENVIO TED","175.000,00D","175.000,00D"
2021/04/14,124952,"ENVIO TED","11.294,15D","186.294,15D"
2021/04/14,125114,"ENVIO TED","500,00D","186.794,15D"
2021/04/14,125307,"ENVIO TED","48.972,00D","235.766,15D"
2021/04/14,141026,"ENVIO TEV","16.023,26D","251.789,41D"
2021/04/14,141026,"ENVIO TEV","586.735,40D","838.524,81D"
2021/04/14,141026,"ENVIO TEV","31.641,11D","870.165,92D"
2021/04/14,727220,"RESG AUTOM",870165.92,0
2021/04/16,1,"CRED TED",1200000,1200000
2021/04/16,1,"CRED TED",27982.46,1227982.46
2021/04/16,1,"CRED TED",47021.85,1275004.31
2021/04/16,1,"CRED TED",5165,1280169.31
2021/04/16,118104,"ENVIO TED","1.803,00D",1278366.31
2021/04/16,118290,"ENVIO TED","2.148,74D",1276217.57
2021/04/16,118417,"ENVIO TED","4.000,00D",1272217.57
2021/04/16,118570,"ENVIO TED","66,00D",1272151.57
2021/04/16,118694,"ENVIO TED","6.825,00D",1265326.57
2021/04/16,118840,"ENVIO TED","337,53D",1264989.04
2021/04/16,119029,"ENVIO TED","3.168,57D",1261820.47
2021/04/16,120005,"ENVIO TED","39.033,30D",1222787.17
2021/04/16,120155,"ENVIO TED","1.578,00D",1221209.17
2021/04/16,120299,"ENVIO TED","32.242,58D",1188966.59
2021/04/16,120489,"ENVIO TED","3.851,35D",1185115.24
2021/04/16,121175,"ENVIO TED","2.428,14D",1182687.1
2021/04/16,141854,"ENVIO TED","4.040,19D",1178646.91
2021/04/16,142656,"ENVIO TED","34.010,00D",1144636.91
2021/04/16,160958,"ENVIO TEV","3.603,95D",1141032.96
2021/04/16,990001,"APL AUTOM","1.141.032,96D",0
2021/04/19,1,"CRED TED",1476.72,1476.72
2021/04/19,990001,"APL AUTOM","1.476,72D",0
2021/04/20,167105,"ENVIO TED","129.814,51D","129.814,51D"
2021/04/20,727220,"RESG AUTOM",129814.51,0
2021/04/22,108436,"ENVIO TED","99,33D","99,33D"
2021/04/22,108672,"ENVIO TED","13.542,03D","13.641,36D"
2021/04/22,108849,"ENVIO TED","209.250,00D","222.891,36D"
2021/04/22,109017,"ENVIO TED","90.948,00D","313.839,36D"
2021/04/22,151537,"ENVIO TED","58.281,18D","372.120,54D"
2021/04/22,220843,"ENVIO TEV","1.137.872,16D","1.509.992,70D"
2021/04/22,727220,"RESG AUTOM",1509992.7,0
2021/04/23,182322,"DEVOL TED",7756.86,7756.86
2021/04/23,116767,"ENVIO TED","891,00D",6865.86
2021/04/23,182322,"ENVIO TED","7.756,86D","891,00D"
2021/04/23,727220,"RESG AUTOM",891,0
2021/04/26,140684,"ENVIO TED","407.323,91D","407.323,91D"
2021/04/26,141079,"ENVIO TED","7.177,44D","414.501,35D"
2021/04/26,261141,"ENVIO TEV","11.000,74D","425.502,09D"
2021/04/26,727220,"RESG AUTOM",425502.09,0
2021/04/27,107336,"ENVIO TED","26.480,00D","26.480,00D"
2021/04/27,107854,"ENVIO TED","17.002,51D","43.482,51D"
2021/04/27,108028,"ENVIO TED","15.791,39D","59.273,90D"
2021/04/27,108206,"ENVIO TED","59.947,92D","119.221,82D"
2021/04/27,108327,"ENVIO TED","30.547,75D","149.769,57D"
2021/04/27,108476,"ENVIO TED","92.628,04D","242.397,61D"
2021/04/27,108754,"ENVIO TED","2.962,00D","245.359,61D"
2021/04/27,109064,"ENVIO TED","221,78D","245.581,39D"
2021/04/27,109300,"ENVIO TED","308,50D","245.889,89D"
2021/04/27,109417,"ENVIO TED","21.480,00D","267.369,89D"
2021/04/27,109687,"ENVIO TED","30.792,00D","298.161,89D"
2021/04/27,109999,"ENVIO TED","17.640,00D","315.801,89D"
2021/04/27,110118,"ENVIO TED","5.423,43D","321.225,32D"
2021/04/27,140496,"ENVIO TED","115,99D","321.341,31D"
2021/04/27,140641,"ENVIO TED","12,00D","321.353,31D"
2021/04/27,140770,"ENVIO TED","17.415,00D","338.768,31D"
2021/04/27,270907,"ENVIO TEV","3.039,12D","341.807,43D"
2021/04/27,270907,"ENVIO TEV","1.396,60D","343.204,03D"
2021/04/27,270907,"ENVIO TEV","1.993,85D","345.197,88D"
2021/04/27,270907,"ENVIO TEV","85.149,00D","430.346,88D"
2021/04/27,727220,"RESG AUTOM",430346.88,0
2021/04/28,11389,"DOC ELET E","540,06D","540,06D"
2021/04/28,139471,"ENVIO TED","500.000,00D","500.540,06D"
2021/04/28,139544,"ENVIO TED","296.868,43D","797.408,49D"
2021/04/28,139695,"ENVIO TED","5.029,88D","802.438,37D"
2021/04/28,139776,"ENVIO TED","55.745,28D","858.183,65D"
2021/04/28,139840,"ENVIO TED","6.720,00D","864.903,65D"
2021/04/28,139921,"ENVIO TED","19.449,94D","884.353,59D"
2021/04/28,281227,"ENVIO TEV","45.001,26D","929.354,85D"
2021/04/28,727220,"RESG AUTOM",929354.85,0
2021/04/30,166200,"DEVOL TED",455814.02,455814.02
2021/04/30,166622,"DEVOL TED",400000,855814.02
2021/04/30,166859,"DEVOL TED",500000,1355814.02
2021/04/30,166985,"DEVOL TED",100000,1455814.02
2021/04/30,166200,"ENVIO TED","455.814,02D",1000000
2021/04/30,166622,"ENVIO TED","400.000,00D",600000
2021/04/30,166859,"ENVIO TED","500.000,00D",100000
2021/04/30,166985,"ENVIO TED","100.000,00D",0
2021/04/30,-,"SALDO FINAL",-,0
"Sem lancamentos"
"Sem lancamentos"
"Extrato Conta Corrente",,,,,,,,,,
Agencia,03409,"Conta corrente",00000073652X,,,,,,,
Data,observacao,"Data balancete","Agencia Origem",Lote,"Numero Documento","Cod. Historico",Historico,"Valor R$ ",Inf.,"Detalhamento Hist."
01/05/2020," ",01/05/2020,0000,00000,00000000000000000,000,"Saldo Anterior           ","0,00 ",C,"                                      "
12/05/2020," ",12/05/2020,0000,14056,00001790511000031,632,"Ordem Bancária           ","77.700,00 ",C,"                                      "
12/05/2020," ",12/05/2020,0000,00000,00000000000000070,345,"BB CP Automatico S P     ","77.700,00 ",D,"                                      "
31/05/2020," ",31/05/2020,0000,00000,00000000000000000,345,"S A L D O                ","0,00 ",C,"                                      "
"Extrato Conta Corrente",,,,,,,,,,
Agencia,03409,"Conta corrente",00000073652X,,,,,,,
Data,observacao,"Data balancete","Agencia Origem",Lote,"Numero Documento","Cod. Historico",Historico,"Valor R$ ",Inf.,"Detalhamento Hist."
12/05/2020," ",12/05/2020,0000,00000,00000000000000000,000,"Saldo Anterior           ","0,00 ",C,"                                      "
30/06/2020," ",30/06/2020,0000,00000,00000000000000000,000,"S A L D O                ","0,00 ",C,"                                      "
"Extrato Conta Corrente",,,,,,,,,,
Agencia,03409,"Conta corrente",00000073652X,,,,,,,
Data,observacao,"Data balancete","Agencia Origem",Lote,"Numero Documento","Cod. Historico",Historico,"Valor R$ ",Inf.,"Detalhamento Hist."
12/05/2020," ",12/05/2020,0000,00000,00000000000000000,000,"Saldo Anterior           ","0,00 ",C,"                                      "
31/07/2020," ",31/07/2020,0000,00000,00000000000000000,000,"S A L D O                ","0,00 ",C,"                                      "
"Extrato Conta Corrente",,,,,,,,,,
Agencia,03409,"Conta corrente",00000073652X,,,,,,,
Data,observacao,"Data balancete","Agencia Origem",Lote,"Numero Documento","Cod. Historico",Historico,"Valor R$ ",Inf.,"Detalhamento Hist."
12/05/2020," ",12/05/2020,0000,00000,00000000000000000,000,"Saldo Anterior           ","0,00 ",C,"                                      "
04/08/2020," ",04/08/2020,0000,13105,00000000000080401,393,"TED Transf.Eletr.Disponiv","5.450,20 ",D,"                                      "
04/08/2020," ",04/08/2020,0000,13113,00832171200186540,310,"Tar DOC/TED Eletrônico   ","10,45 ",D,"                                      "
